id,label
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/MonitoringStations-dir-1991-676,MonitoringStations-dir-1991-676
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/NitratesVulnerableZones-dir-1991-676,NitratesVulnerableZones-dir-1991-676
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/dir-1992-43,dir-1992-43
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/Pan-EuropeanBiogeographicalRegions-dir-1992-43,Pan-EuropeanBiogeographicalRegions-dir-1992-43
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/HabitatTypesAndSpeciesDistributionAndRange-dir-1992-43,HabitatTypesAndSpeciesDistributionAndRange-dir-199
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/Natura2000Sites-dir-1992-43,Natura2000Sites-dir-1992-43
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/dir-1998-83,dir-1998-83
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/DrinkingWaterSupplyZones-dir-1998-83,DrinkingWaterSupplyZones-dir-1998-83
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/DrinkingWaterAbstractionPoints-dir-1998-83,DrinkingWaterAbstractionPoints-dir-1998-83
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/EEA-AWP,EEA-AWP
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/NationallyDesignatedAreasCDDA,NationallyDesignatedAreasCDDA
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/national-legislation,national-legislation
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/NationalBiogeographicalRegions,NationalBiogeographicalRegions
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/reco-2014-70,reco-2014-70
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/Boreholes-reco-2014-70,Boreholes-reco-2014-70
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/reg-2017-852,reg-2017-852
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/MercuryStorageFacilities-reg-2017-852,MercuryStorageFacilities-reg-2017-852
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/reg-2006-166,reg-2006-166
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/IndustrialSites-EURegistry-reg-2006-166,IndustrialSites-EURegistry-reg-2006-166
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/ActualPollutantReleases-reg-2006-166,ActualPollutantReleases-reg-2006-166
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/reg-2014-1143,reg-2014-1143
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/InvasiveAlienSpeciesDistribution-reg-2014-1143,InvasiveAlienSpeciesDistribution-reg-2014-1143
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/dir-1999-31,dir-1999-31
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/ExemptedIslandsAndIsolatedSettlements-dir-1999-31,ExemptedIslandsAndIsolatedSettlements-dir-1999-31
http://inspire.ec.europa.eu/metadata-codelist/PriorityDataset/LandfillOfWasteSites-dir-1999-31,LandfillOfWasteSites-dir-1999-31
