id,label
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/thematicGeographicInformationExtractionService,thematicGeographicInformationExtractionService
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/thematicImageProcessingService,thematicImageProcessingService
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/thematicReducedResolutionGenerationService,thematicReducedResolutionGenerationService
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/thematicImageManipulationService,thematicImageManipulationService
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/thematicImageUnderstandingService,thematicImageUnderstandingService
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/thematicImageSynthesisService,thematicImageSynthesisService
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/thematicMultibandImageManipulationService,thematicMultibandImageManipulationService
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/thematicObjectDetectionService,thematicObjectDetectionService
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/thematicGeoparsingService,thematicGeoparsingService
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/thematicGeocodingService,thematicGeocodingService
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/temporalProcessingService,temporalProcessingService
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/temporalReferenceSystemTransformationService,temporalReferenceSystemTransformationService
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/temporalSubsettingService,temporalSubsettingService
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/temporalSamplingService,temporalSamplingService
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/temporalProximityAnalysisService,temporalProximityAnalysisService
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/metadataProcessingService,metadataProcessingService
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/metadataStatisticalCalculationService,metadataStatisticalCalculationService
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/metadataGeographicAnnotationService,metadataGeographicAnnotationService
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/comService,comService
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/comEncodingService,comEncodingService
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/comTransferService,comTransferService
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/comGeographicCompressionService,comGeographicCompressionService
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/comGeographicFormatConversionService,comGeographicFormatConversionService
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/comMessagingService,comMessagingService
http://inspire.ec.europa.eu/metadata-codelist/SpatialDataServiceCategory/comRemoteFileAndExecutableManagement,comRemoteFileAndExecutableManagement
